Time,H2O_ppm
0.0019879999999999997,59.02077
0.001992,37.88729
0.001996,0.9582
0.002,53.73701
0.0020039999999999997,37.88729
0.002008,48.4463
0.002012,16.77232
0.002016,37.88729
0.00202,53.73701
0.0020239999999999998,43.16595
0.002028,43.16595
0.002032,27.32641
0.002036,53.73701
0.0020399999999999997,32.60168
0.002044,43.16595
0.002048,53.73701
0.002052,32.60168
0.002056,53.73701
0.0020599999999999998,53.73701
0.002064,80.19014
0.002068,53.73701
0.002072,43.16595
0.0020759999999999997,59.02077
0.00208,59.02077
0.002084,43.16595
0.002088,37.88729
0.002092,53.73701
0.0020959999999999998,64.30622
0.0021,59.02077
0.002104,64.30622
0.002108,74.89090999999999
0.0021119999999999997,74.89090999999999
0.002116,74.89090999999999
0.00212,74.89090999999999
0.002124,69.60204
0.002128,74.89090999999999
0.0021319999999999998,74.89090999999999
0.002136,85.48241
0.00214,101.37815
0.002144,64.30622
0.0021479999999999997,111.98676
0.002152,96.08076
0.002156,85.48241
0.00216,106.67725
0.0021639999999999997,106.67725
0.002168,111.98676
0.002172,106.67725
0.002176,80.19014
0.00218,96.08076
0.0021839999999999997,117.28928
0.002188,117.28928
0.002192,138.52523
0.002196,106.67725
0.0021999999999999997,117.28928
0.002204,143.84503999999998
0.002208,127.90817
0.002212,122.59352
0.002216,149.15786
0.0022199999999999998,138.52523
0.002224,170.43506000000002
0.002228,159.79737
0.002232,175.76522
0.0022359999999999997,159.79737
0.00224,133.21584
0.002244,170.43506000000002
0.002248,133.21584
0.002252,165.11536
0.0022559999999999998,165.11536
0.00226,165.11536
0.002264,165.11536
0.002268,207.74755
0.0022719999999999997,159.79737
0.002276,197.07693999999998
0.00228,181.08838
0.002284,186.42199
0.002288,218.42508999999998
0.0022919999999999998,191.7486
0.002296,218.42508999999998
0.0023,202.41575
0.002304,202.41575
0.0023079999999999997,223.7621
0.002312,234.45006
0.002316,234.45006
0.00232,223.7621
0.002324,261.18727
0.0023279999999999998,229.10082999999997
0.002332,261.18727
0.002336,261.18727
0.00234,266.54696
0.0023439999999999997,271.89962
0.002348,261.18727
0.002352,277.2628
0.002356,266.54696
0.0023599999999999997,261.18727
0.0023639999999999998,287.97686
0.002368,298.7067
0.002372,309.44355
0.002376,293.3453
0.0023799999999999997,287.97686
0.002384,298.7067
0.002388,341.68746
0.002392,314.81021
0.0023959999999999997,314.81021
0.0024,336.3032
0.002404,352.44363
0.002408,352.44363
0.002412,352.44363
0.0024159999999999997,363.21567000000005
0.00242,357.83317999999997
0.002424,373.99478
0.002428,384.78097
0.0024319999999999997,390.1723
0.002436,384.78097
0.00244,422.57522
0.002444,433.39336
0.002448,422.57522
0.0024519999999999998,417.17323999999996
0.002456,427.97897
0.00246,422.57522
0.002464,427.97897
0.0024679999999999997,417.17323999999996
0.002472,465.88173
0.002476,460.45662000000004
0.00248,433.39336
0.002484,493.0075
0.0024879999999999998,455.04218
0.002492,503.86325
0.002496,493.0075
0.0025,520.16923
0.0025039999999999997,493.0075
0.002508,509.30271
0.002512,531.0518599999999
0.002516,536.4914200000001
0.0025199999999999997,547.38487
0.0025239999999999998,580.09969
0.002528,569.19347
0.002532,563.73414
0.002536,585.56447
0.0025399999999999997,569.19347
0.002544,585.56447
0.002548,618.35549
0.002552,629.29441
0.0025559999999999997,623.8240400000001
0.0025599999999999998,629.29441
0.002564,629.29441
0.002568,673.15007
0.002572,651.21209
0.0025759999999999997,673.15007
0.00258,695.1263799999999
0.002584,673.15007
0.002588,689.62505
0.0025919999999999997,689.62505
0.002596,722.62466
0.0026,750.17807
0.002604,744.6673
0.002608,766.7305200000001
0.0026119999999999997,744.6673
0.002616,783.29967
0.00262,777.77778
0.002624,805.42394
0.0026279999999999997,788.83248
0.002632,810.9551299999999
0.002636,810.9551299999999
0.00264,833.10763
0.002644,855.2991199999999
0.0026479999999999997,855.2991199999999
0.002652,871.95789
0.002656,855.2991199999999
0.00266,866.3970300000001
0.0026639999999999997,894.19286
0.002668,916.46709
0.002672,905.3262
0.002676,927.6064
0.00268,883.0761699999999
0.0026839999999999998,927.6064
0.002688,955.5060900000001
0.002692,938.7624199999999
0.002696,972.26684
0.0026999999999999997,966.68107
0.002704,989.04471
0.002708,977.86367
0.002712,1005.83973
0.0027159999999999997,1000.2425400000001
0.0027199999999999998,1017.0490199999999
0.002724,1033.8727199999998
0.002728,1039.4813800000002
0.002732,1061.95362
0.0027359999999999997,1056.32808
0.00274,1067.57188
0.002744,1101.34032
0.002748,1112.61499
0.0027519999999999997,1090.08261
0.0027559999999999998,1123.89741
0.00276,1106.98131
0.002764,1118.25061
0.002768,1163.43309
0.0027719999999999997,1163.43309
0.002776,1157.78195
0.00278,1197.3993699999999
0.002784,1146.47625
0.0027879999999999997,1191.7365300000001
0.0027919999999999998,1169.08617
0.002796,1197.3993699999999
0.0028,1225.76145
0.002804,1237.12186
0.0028079999999999997,1237.12186
0.002812,1254.1725800000002
0.002816,1265.54335
0.00282,1271.24101
0.0028239999999999997,1265.54335
0.002828,1282.63294
0.002832,1294.02343
0.002836,1305.4311699999998
0.00284,1322.55297
0.0028439999999999997,1328.26109
0.002848,1328.26109
0.002852,1351.13215
0.002856,1351.13215
0.0028599999999999997,1368.3016699999998
0.002864,1356.8502
0.002868,1362.57025
0.002872,1385.4891599999999
0.002876,1385.4891599999999
0.0028799999999999997,1391.2192
0.002884,1396.9606199999998
0.002888,1402.6946599999999
0.002892,1425.66024
0.0028959999999999997,1437.1598
0.0029,1431.41372
0.002904,1437.1598
0.002908,1431.41372
0.0029119999999999997,1471.6974
0.0029159999999999998,1460.17365
0.00292,1477.45759
0.002924,1500.53747
0.002928,1483.2292400000001
0.0029319999999999997,1465.93924
0.002936,1512.08958
0.00294,1523.64035
0.002944,1512.08958
0.0029479999999999997,1535.2087199999999
0.0029519999999999998,1512.08958
0.002956,1523.64035
0.00296,1517.86395
0.002964,1558.36045
0.0029679999999999997,1552.57183
0.002972,1540.9912199999999
0.002976,1552.57183
0.00298,1546.78525
0.0029839999999999997,1593.15408
0.0029879999999999998,1575.74805
0.002992,1581.55435
0.002996,1575.74805
0.003,1610.5881
0.0030039999999999997,1610.5881
0.003008,1610.5881
0.003012,1610.5881
0.003016,1622.2083599999999
0.0030199999999999997,1639.66372
0.0030239999999999998,1668.80044
0.003028,1657.1376400000001
0.003032,1633.8463800000002
0.003036,1645.49266
0.0030399999999999997,1651.31412
0.003044,1668.80044
0.003048,1662.97278
0.003052,1680.47153
0.0030559999999999997,1692.14135
0.00306,1697.98894
0.003064,1709.6808
0.003068,1715.52505
0.003072,1697.98894
0.0030759999999999997,1715.52505
0.00308,1703.8290399999998
0.003084,1697.98894
0.003088,1715.52505
0.0030919999999999997,1721.3713899999998
0.003096,1721.3713899999998
0.0031,1750.65353
0.003104,1774.11112
0.0031079999999999997,1756.5123899999999
0.0031119999999999997,1762.38294
0.003116,1768.2459800000001
0.00312,1756.5123899999999
0.003124,1803.4875
0.0031279999999999997,1733.0799
0.003132,1768.2459800000001
0.003136,1750.65353
0.00314,1779.9879600000002
0.0031439999999999997,1774.11112
0.0031479999999999998,1791.7287199999998
0.003152,1785.85729
0.003156,1791.7287199999998
0.00316,1821.1366600000001
0.0031639999999999997,1779.9879600000002
0.003168,1803.4875
0.003172,1821.1366600000001
0.003176,1791.7287199999998
0.0031799999999999997,1821.1366600000001
0.0031839999999999998,1850.5973399999998
0.003188,1809.3748699999999
0.003192,1803.4875
0.003196,1815.2547100000002
0.0031999999999999997,1844.7048399999999
0.003204,1821.1366600000001
0.003208,1850.5973399999998
0.003212,1815.2547100000002
0.0032159999999999997,1844.7048399999999
0.0032199999999999998,1827.0303600000002
0.003224,1850.5973399999998
0.003228,1850.5973399999998
0.003232,1868.2972100000002
0.0032359999999999997,1862.39835
0.00324,1856.49195
0.003244,1844.7048399999999
0.003248,1868.2972100000002
0.0032519999999999997,1868.2972100000002
0.0032559999999999998,1874.19818
0.00326,1856.49195
0.003264,1827.0303600000002
0.0032679999999999996,1874.19818
0.0032719999999999997,1886.0161699999999
0.003276,1850.5973399999998
0.00328,1891.92351
0.003284,1897.8426600000003
0.0032879999999999997,1891.92351
0.003292,1868.2972100000002
0.003296,1909.6679800000002
0.0033,1880.11095
0.0033039999999999996,1921.51153
0.0033079999999999997,1891.92351
0.003312,1891.92351
0.003316,1886.0161699999999
0.00332,1868.2972100000002
0.0033239999999999997,1891.92351
0.003328,1874.19818
0.003332,1915.5935399999998
0.003336,1897.8426600000003
0.0033399999999999997,1903.7542600000002
0.0033439999999999998,1897.8426600000003
0.003348,1903.7542600000002
0.003352,1897.8426600000003
0.003356,1909.6679800000002
0.0033599999999999997,1891.92351
0.003364,1915.5935399999998
0.003368,1891.92351
0.003372,1897.8426600000003
0.0033759999999999997,1939.2880100000002
0.0033799999999999998,1909.6679800000002
0.003384,1915.5935399999998
0.003388,1891.92351
0.003392,1891.92351
0.0033959999999999997,1963.0264300000001
0.0034,1915.5935399999998
0.003404,1915.5935399999998
0.003408,1927.44135
0.0034119999999999997,1968.9615399999998
0.0034159999999999998,1933.36361
0.00342,1939.2880100000002
0.003424,1933.36361
0.003428,1927.44135
0.0034319999999999997,1868.2972100000002
0.003436,1903.7542600000002
0.00344,1909.6679800000002
0.003444,1921.51153
0.0034479999999999997,1921.51153
0.0034519999999999998,1927.44135
0.003456,1957.08375
0.00346,1927.44135
0.0034639999999999996,1939.2880100000002
0.0034679999999999997,1939.2880100000002
0.003472,1927.44135
0.003476,1939.2880100000002
0.00348,1927.44135
0.0034839999999999997,1939.2880100000002
0.0034879999999999998,1945.2242600000002
0.003492,1968.9615399999998
0.003496,1957.08375
0.0034999999999999996,1968.9615399999998
