Time,H2O_ppm,Relative_Uncertainty,W
0.0031739999999999997,72.04417,0.05,0.017508866108269325
0.0031780000000000003,91.03430999999999,0.05,0.017508866108269325
0.003182,62.55461999999999,0.05,0.017508866108269325
0.003186,57.81608000000001,0.05,0.017508866108269325
0.0031899999999999997,100.5427,0.05,0.017508866108269325
0.0031940000000000002,72.04417,0.05,0.017508866108269325
0.003198,76.7874,0.05,0.017508866108269325
0.0032020000000000004,105.3032,0.05,0.017508866108269325
0.003206,67.3025,0.05,0.017508866108269325
0.00321,81.53999,0.05,0.017508866108269325
0.003214,81.53999,0.05,0.017508866108269325
0.003218,76.7874,0.05,0.017508866108269325
0.003222,76.7874,0.05,0.017508866108269325
0.0032259999999999997,81.53999,0.05,0.017508866108269325
0.00323,95.79160999999999,0.05,0.017508866108269325
0.0032340000000000003,105.3032,0.05,0.017508866108269325
0.0032380000000000004,95.79160999999999,0.05,0.017508866108269325
0.003242,95.79160999999999,0.05,0.017508866108269325
0.003246,91.03430999999999,0.05,0.017508866108269325
0.00325,119.5784,0.05,0.017508866108269325
0.003254,100.5427,0.05,0.017508866108269325
0.003258,129.0979,0.05,0.017508866108269325
0.0032619999999999997,91.03430999999999,0.05,0.017508866108269325
0.003266,100.5427,0.05,0.017508866108269325
0.0032700000000000003,91.03430999999999,0.05,0.017508866108269325
0.003274,105.3032,0.05,0.017508866108269325
0.003278,124.3374,0.05,0.017508866108269325
0.003282,105.3032,0.05,0.017508866108269325
0.003286,100.5427,0.05,0.017508866108269325
0.00329,133.8678,0.05,0.017508866108269325
0.0032939999999999996,124.3374,0.05,0.017508866108269325
0.0032979999999999997,119.5784,0.05,0.017508866108269325
0.0033020000000000002,91.03430999999999,0.05,0.017508866108269325
0.0033060000000000003,124.3374,0.05,0.017508866108269325
0.00331,119.5784,0.05,0.017508866108269325
0.003314,152.94,0.05,0.017508866108269325
0.0033179999999999998,110.0574,0.05,0.017508866108269325
0.003322,143.3968,0.05,0.017508866108269325
0.003326,133.8678,0.05,0.017508866108269325
0.0033299999999999996,148.1715,0.05,0.017508866108269325
0.003334,110.0574,0.05,0.017508866108269325
0.0033380000000000003,133.8678,0.05,0.017508866108269325
0.0033420000000000004,129.0979,0.05,0.017508866108269325
0.003346,129.0979,0.05,0.017508866108269325
0.00335,152.94,0.05,0.017508866108269325
0.0033539999999999998,129.0979,0.05,0.017508866108269325
0.003358,152.94,0.05,0.017508866108269325
0.0033619999999999995,162.4895,0.05,0.017508866108269325
0.0033659999999999996,157.71,0.05,0.017508866108269325
0.00337,157.71,0.05,0.017508866108269325
0.0033740000000000003,172.0375,0.05,0.017508866108269325
0.003378,167.2627,0.05,0.017508866108269325
0.003382,143.3968,0.05,0.017508866108269325
0.003386,162.4895,0.05,0.017508866108269325
0.00339,157.71,0.05,0.017508866108269325
0.003394,162.4895,0.05,0.017508866108269325
0.0033979999999999995,186.3793,0.05,0.017508866108269325
0.0034020000000000005,181.5997,0.05,0.017508866108269325
0.003406,167.2627,0.05,0.017508866108269325
0.0034100000000000003,157.71,0.05,0.017508866108269325
0.003414,176.8217,0.05,0.017508866108269325
0.003418,157.71,0.05,0.017508866108269325
0.0034219999999999997,219.9045,0.05,0.017508866108269325
0.003426,162.4895,0.05,0.017508866108269325
0.00343,205.5292,0.05,0.017508866108269325
0.0034340000000000004,195.9511,0.05,0.017508866108269325
0.003438,195.9511,0.05,0.017508866108269325
0.003442,215.1138,0.05,0.017508866108269325
0.0034460000000000003,200.7433,0.05,0.017508866108269325
0.00345,200.7433,0.05,0.017508866108269325
0.003454,191.1683,0.05,0.017508866108269325
0.0034579999999999997,210.3168,0.05,0.017508866108269325
0.003462,229.4987,0.05,0.017508866108269325
0.0034659999999999995,200.7433,0.05,0.017508866108269325
0.0034700000000000004,224.6969,0.05,0.017508866108269325
0.003474,229.4987,0.05,0.017508866108269325
0.003478,195.9511,0.05,0.017508866108269325
0.003482,239.0914,0.05,0.017508866108269325
0.003486,229.4987,0.05,0.017508866108269325
0.00349,234.2942,0.05,0.017508866108269325
0.0034939999999999997,243.898,0.05,0.017508866108269325
0.003498,239.0914,0.05,0.017508866108269325
0.0035020000000000003,243.898,0.05,0.017508866108269325
0.0035060000000000004,224.6969,0.05,0.017508866108269325
0.00351,263.1169,0.05,0.017508866108269325
0.003514,239.0914,0.05,0.017508866108269325
0.003518,272.74,0.05,0.017508866108269325
0.003522,224.6969,0.05,0.017508866108269325
0.0035259999999999996,243.898,0.05,0.017508866108269325
0.0035299999999999997,272.74,0.05,0.017508866108269325
0.0035340000000000002,258.3118,0.05,0.017508866108269325
0.0035380000000000003,291.9977,0.05,0.017508866108269325
0.003542,267.9237,0.05,0.017508866108269325
0.003546,277.55,0.05,0.017508866108269325
0.00355,282.3696,0.05,0.017508866108269325
0.003554,287.1828,0.05,0.017508866108269325
0.003558,287.1828,0.05,0.017508866108269325
0.0035619999999999996,301.6401,0.05,0.017508866108269325
0.0035659999999999997,272.74,0.05,0.017508866108269325
0.0035700000000000003,287.1828,0.05,0.017508866108269325
0.0035740000000000004,311.2891,0.05,0.017508866108269325
0.003578,306.4598,0.05,0.017508866108269325
0.003582,311.2891,0.05,0.017508866108269325
0.0035859999999999998,335.42800000000005,0.05,0.017508866108269325
0.00359,325.7707,0.05,0.017508866108269325
0.003594,325.7707,0.05,0.017508866108269325
0.0035979999999999996,316.112,0.05,0.017508866108269325
0.003602,340.267,0.05,0.017508866108269325
0.0036060000000000003,349.934,0.05,0.017508866108269325
0.00361,316.112,0.05,0.017508866108269325
0.003614,311.2891,0.05,0.017508866108269325
0.003618,316.112,0.05,0.017508866108269325
0.003622,325.7707,0.05,0.017508866108269325
0.003626,354.7779,0.05,0.017508866108269325
0.0036299999999999995,335.42800000000005,0.05,0.017508866108269325
0.0036340000000000005,354.7779,0.05,0.017508866108269325
0.003638,359.6155,0.05,0.017508866108269325
0.0036420000000000003,364.4547,0.05,0.017508866108269325
0.003646,364.4547,0.05,0.017508866108269325
0.00365,378.99800000000005,0.05,0.017508866108269325
0.003654,383.8438,0.05,0.017508866108269325
0.003658,374.1459,0.05,0.017508866108269325
0.003662,383.8438,0.05,0.017508866108269325
0.0036659999999999996,388.6911,0.05,0.017508866108269325
0.00367,378.99800000000005,0.05,0.017508866108269325
0.003674,403.2511,0.05,0.017508866108269325
0.0036780000000000003,422.6927,0.05,0.017508866108269325
0.003682,422.6927,0.05,0.017508866108269325
0.003686,432.4154,0.05,0.017508866108269325
0.0036899999999999997,417.8258,0.05,0.017508866108269325
0.003694,432.4154,0.05,0.017508866108269325
0.003698,437.2872,0.05,0.017508866108269325
0.0037020000000000004,432.4154,0.05,0.017508866108269325
0.003706,437.2872,0.05,0.017508866108269325
0.00371,461.647,0.05,0.017508866108269325
0.003714,476.2812,0.05,0.017508866108269325
0.003718,476.2812,0.05,0.017508866108269325
0.003722,471.3961,0.05,0.017508866108269325
0.0037259999999999997,476.2812,0.05,0.017508866108269325
0.00373,481.1599,0.05,0.017508866108269325
0.0037340000000000003,486.0402,0.05,0.017508866108269325
0.0037380000000000004,481.1599,0.05,0.017508866108269325
0.003742,476.2812,0.05,0.017508866108269325
0.003746,505.5943,0.05,0.017508866108269325
0.00375,510.483,0.05,0.017508866108269325
0.003754,520.2734,0.05,0.017508866108269325
0.0037579999999999996,525.1671,0.05,0.017508866108269325
0.0037619999999999997,495.814,0.05,0.017508866108269325
0.003766,525.1671,0.05,0.017508866108269325
0.0037700000000000003,520.2734,0.05,0.017508866108269325
0.003774,539.8662,0.05,0.017508866108269325
0.003778,559.4937,0.05,0.017508866108269325
0.003782,539.8662,0.05,0.017508866108269325
0.003786,549.6766,0.05,0.017508866108269325
0.00379,588.9775,0.05,0.017508866108269325
0.0037939999999999996,549.6766,0.05,0.017508866108269325
0.0037979999999999997,554.5803,0.05,0.017508866108269325
0.0038020000000000003,588.9775,0.05,0.017508866108269325
0.0038060000000000004,593.8946,0.05,0.017508866108269325
0.00381,593.8946,0.05,0.017508866108269325
0.003814,618.5219,0.05,0.017508866108269325
0.0038179999999999998,623.4491,0.05,0.017508866108269325
0.003822,643.1914,0.05,0.017508866108269325
0.003826,613.5882,0.05,0.017508866108269325
0.0038299999999999996,613.5882,0.05,0.017508866108269325
0.003834,623.4491,0.05,0.017508866108269325
0.0038380000000000003,648.1272,0.05,0.017508866108269325
0.0038420000000000004,628.3781,0.05,0.017508866108269325
0.003846,633.3169,0.05,0.017508866108269325
0.00385,638.2493,0.05,0.017508866108269325
0.003854,643.1914,0.05,0.017508866108269325
0.003858,662.9528,0.05,0.017508866108269325
0.0038619999999999995,667.8953,0.05,0.017508866108269325
0.0038659999999999996,672.8477,0.05,0.017508866108269325
0.00387,687.6988,0.05,0.017508866108269325
0.0038740000000000003,667.8953,0.05,0.017508866108269325
0.003878,702.5654,0.05,0.017508866108269325
0.003882,707.5216,0.05,0.017508866108269325
0.003886,732.3447,0.05,0.017508866108269325
0.00389,707.5216,0.05,0.017508866108269325
0.003894,722.4086,0.05,0.017508866108269325
0.0038979999999999996,697.6027,0.05,0.017508866108269325
0.0039020000000000005,752.2292,0.05,0.017508866108269325
0.003906,742.2875,0.05,0.017508866108269325
0.00391,752.2292,0.05,0.017508866108269325
0.003914,762.1859,0.05,0.017508866108269325
0.003918,787.1037,0.05,0.017508866108269325
0.003922,777.1297,0.05,0.017508866108269325
0.003926,732.3447,0.05,0.017508866108269325
0.0039299999999999995,787.1037,0.05,0.017508866108269325
0.003934,787.1037,0.05,0.017508866108269325
0.0039380000000000005,812.0567,0.05,0.017508866108269325
0.003942,802.0736,0.05,0.017508866108269325
0.003946,812.0567,0.05,0.017508866108269325
0.00395,787.1037,0.05,0.017508866108269325
0.003954,802.0736,0.05,0.017508866108269325
0.003958,827.0608,0.05,0.017508866108269325
0.003961999999999999,852.0834,0.05,0.017508866108269325
0.003966,837.0613,0.05,0.017508866108269325
0.0039700000000000004,857.0997,0.05,0.017508866108269325
0.003974,852.0834,0.05,0.017508866108269325
0.003978,867.1212,0.05,0.017508866108269325
0.003982,837.0613,0.05,0.017508866108269325
0.003986,902.2763,0.05,0.017508866108269325
0.00399,897.2442,0.05,0.017508866108269325
0.003994,887.2016,0.05,0.017508866108269325
0.003998,907.302,0.05,0.017508866108269325
0.004002,887.2016,0.05,0.017508866108269325
0.004006,922.3977,0.05,0.017508866108269325
0.0040100000000000005,922.3977,0.05,0.017508866108269325
0.004014,922.3977,0.05,0.017508866108269325
0.004018,937.5094,0.05,0.017508866108269325
0.0040219999999999995,927.4387,0.05,0.017508866108269325
0.004026,937.5094,0.05,0.017508866108269325
0.00403,947.5955,0.05,0.017508866108269325
0.004034,947.5955,0.05,0.017508866108269325
0.004038,967.7806,0.05,0.017508866108269325
0.0040420000000000005,962.7337,0.05,0.017508866108269325
0.004046,988.0024,0.05,0.017508866108269325
0.00405,988.0024,0.05,0.017508866108269325
0.004054,993.0581,0.05,0.017508866108269325
0.004058,1008.2439999999999,0.05,0.017508866108269325
0.004062,993.0581,0.05,0.017508866108269325
0.004065999999999999,1028.5230000000001,0.05,0.017508866108269325
0.004070000000000001,1023.447,0.05,0.017508866108269325
0.004074,1038.665,0.05,0.017508866108269325
0.004078,1008.2439999999999,0.05,0.017508866108269325
0.004082,1023.447,0.05,0.017508866108269325
