Time,H2O_ppm
1.16429E-05,3.02797542
1.94049E-05,2.955206986
2.71669E-05,2.882438551
3.75162E-05,2.785413972
4.78655E-05,2.688389392
5.43338E-05,2.62774903
6.33894E-05,2.542852523
7.11514E-05,2.470084088
7.89133E-05,2.397315653
8.66753E-05,2.324547219
9.70246E-05,2.227522639
0.000108668,2.118369987
0.00012031,2.009217335
0.00013066,1.912192755
0.000139715,1.827296248
0.000150065,1.730271669
0.000163001,1.608990944
0.000174644,1.499838292
0.000186287,1.39068564
0.000200517,1.257276843
0.000213454,10.51099612
0.000226391,1.014715395
0.00023674,10.29269082
0.000248383,10.18353816
0.000260026,10.07438551
0.000272962,9.953104787
0.000284605,19.21895213
0.000296248,19.10979948
0.000307891,28.37564683
0.000324709,28.21798189
0.000337646,37.47170116
0.000347995,56.12467658
0.000360931,74.75339586
0.000375162,93.36998706
0.000386805,102.6358344
0.000394567,121.313066
0.000408797,139.9296572
0.000416559,158.6068887
0.000425614,186.6469922
0.000433376,214.6992238
0.000443726,242.7271992
0.000452781,289.5173027
0.000461837,308.1824062
0.000469599,345.6096378
0.000476067,373.6739974
0.000483829,411.101229
0.000490298,448.5405886
0.000496766,485.9799483
0.000504528,532.7821798
0.000513583,579.5722833
0.000520052,626.3866429
0.000527814,682.5638745
0.000535576,729.3661061
0.000543338,785.5433376
0.0005511,841.7205692
0.000558862,907.2728008
0.000566624,963.4500323
0.000574386,1019.627264
0.000583441,1094.542367
0.000591203,1141.344599
0.000597671,1197.533959
0.000606727,1263.074062
0.000614489,1309.876294
0.000623545,1366.041397
0.0006326,1422.206501
0.000640362,1478.383732
0.000652005,1534.52458
0.000662354,1581.302555
0.000670116,1609.354787
0.000677878,1646.782018
0.000684347,1684.221378
0.000694696,1721.624353
0.000703752,1749.664457
0.000712807,1768.32956
0.000720569,1787.006792
0.000729625,1815.046895
0.000743855,1833.663486
0.000754204,1861.691462
0.000765847,1870.957309
0.000774903,1889.622413
0.000785252,1898.900388
0.000795602,1898.803364
0.000803364,1908.105595
0.000812419,1917.395699
0.000824062,1926.661546
0.000834411,1935.939521
0.000843467,1945.229625
0.000851229,1945.156856
0.000860285,1935.69696
0.000870634,1944.974935
0.000880983,1944.877911
0.000891332,1944.780886
0.000904269,1954.034605
0.000913325,1963.324709
0.000926261,1953.828428
0.000937904,1953.719276
0.00094696,1953.634379
0.000958603,1953.525226
0.000970246,1953.416074
0.000979301,1962.706177
0.000990944,1962.597025
0.001,1962.512128
