Time,H2O_ppm
0.000792,25.27615
0.0007959999999999999,31.15483
0.0007999999999999999,25.27615
0.0008039999999999999,25.27615
0.000808,7.6417600000000006
0.000812,31.15483
0.000816,54.69809
0.00082,66.48589
0.000824,54.69809
0.000828,37.0354
0.000832,7.6417600000000006
0.0008359999999999999,25.27615
0.0008399999999999999,48.811859999999996
0.0008439999999999999,48.811859999999996
0.000848,66.48589
0.000852,84.17698
0.000856,48.811859999999996
0.00086,66.48589
0.000864,48.811859999999996
0.000868,66.48589
0.0008719999999999999,78.28128000000001
0.0008759999999999999,84.17698
0.0008799999999999999,72.38747
0.0008839999999999999,95.98375
0.000888,72.38747
0.000892,131.44003999999998
0.000896,101.88515
0.0009,90.08425
0.000904,125.52911999999999
0.000908,107.79812
0.0009119999999999999,137.35286000000002
0.0009159999999999999,95.98375
0.0009199999999999999,107.79812
0.0009239999999999999,137.35286000000002
0.000928,137.35286000000002
0.000932,137.35286000000002
0.000936,131.44003999999998
0.00094,119.61043000000001
0.000944,149.19392
0.000948,166.96501
0.0009519999999999999,113.70331999999999
0.0009559999999999999,149.19392
0.0009599999999999999,143.27728000000002
0.0009639999999999999,178.82521
0.000968,155.11247
0.000972,172.89901
0.000976,166.96501
0.00098,196.62503999999998
0.0009839999999999998,149.19392
0.000988,178.82521
0.000992,178.82521
0.000996,190.69308999999998
0.001,155.11247
0.001004,244.17915
0.001008,220.38181
0.0010119999999999999,184.75333
0.001016,256.07965
0.0010199999999999999,244.17915
0.001024,208.50445
0.001028,232.27662
0.001032,238.22205
0.001036,267.99764
0.00104,279.92338
0.001044,267.99764
0.0010479999999999999,285.88427
0.001052,327.69424
0.0010559999999999999,333.67068
0.00106,297.82165
0.001064,345.63922
0.001068,345.63922
0.001072,321.70995
0.001076,339.64907
0.00108,363.60177000000004
0.001084,369.58992
0.001088,399.57974
0.0010919999999999999,405.57965
0.001096,375.58004
0.0010999999999999998,411.59137000000004
0.001104,447.6637
0.001108,417.59522000000004
0.001112,441.64014000000003
0.001116,429.61867
0.00112,447.6637
0.001124,483.80710999999997
0.0011279999999999999,471.7481
0.001132,489.83465
0.0011359999999999999,495.86417
0.00114,532.11269
0.001144,556.30832
0.001148,562.35974
0.001152,568.42308
0.001156,592.66669
0.00116,592.66669
0.0011639999999999999,604.8055
0.001168,635.18273
0.0011719999999999999,659.5148
0.001176,671.69795
0.0011799999999999998,647.33975
0.001184,683.87921
0.001188,714.3878
0.001192,726.60746
0.001196,738.83528
0.0012,763.30535
0.001204,793.94647
0.0012079999999999999,763.30535
0.001212,836.92216
0.0012159999999999999,812.3537299999999
0.00122,836.92216
0.001224,873.8416599999999
0.001228,880.0088800000001
0.001232,917.01531
0.001236,947.9145300000001
0.00124,947.9145300000001
0.0012439999999999999,941.7244400000001
0.001248,947.9145300000001
0.0012519999999999999,997.44962
0.001256,997.44962
0.0012599999999999998,1028.48476
0.001264,1022.2776
0.001268,1053.3446199999998
0.001272,1065.7923
0.001276,1084.4745699999999
0.0012799999999999999,1109.4207199999998
0.001284,1121.8963
0.0012879999999999999,1146.89344
0.001292,1178.18272
0.0012959999999999998,1165.65855
0.0013,1165.65855
0.001304,1178.18272
0.001308,1215.79634
0.001312,1184.44288
0.001316,1247.19319
0.00132,1259.7731800000001
0.0013239999999999999,1297.55468
0.001328,1266.06126
0.0013319999999999999,1303.86606
0.001336,1303.86606
0.00134,1335.41417
0.001344,1316.4746599999999
0.001348,1329.1022699999999
0.001352,1360.70423
0.001356,1405.03033
0.0013599999999999999,1398.69443
0.001364,1424.0615599999999
0.0013679999999999999,1417.71909
0.001372,1449.47424
0.0013759999999999998,1487.64897
0.00138,1462.18337
0.001384,1468.5516699999998
0.001388,1519.5255300000001
0.001392,1519.5255300000001
0.0013959999999999999,1519.5255300000001
0.0014,1538.67601
0.0014039999999999999,1532.28332
0.001408,1545.06045
0.0014119999999999998,1538.67601
0.001416,1557.8465
0.00142,1570.6309800000001
0.001424,1609.05899
0.001428,1609.05899
0.001432,1621.88974
0.001436,1628.30323
0.0014399999999999999,1621.88974
0.001444,1634.72948
0.0014479999999999999,1641.14746
0.001452,1609.05899
0.0014559999999999998,1641.14746
0.00146,1654.00069
0.001464,1686.1679600000002
0.001468,1679.72366
0.001472,1679.72366
