Time,H2
0.21472392638036802, 0.009583333333333333
0.2607361963190184, 0.009416666666666667
0.29754601226993865, 0.009250000000000001
0.3650306748466257, 0.009250000000000001
0.44785276073619634, 0.009250000000000001
0.5245398773006136, 0.009000000000000001
0.6380368098159508, 0.008416666666666666
0.7300613496932515, 0.008
0.8374233128834354, 0.008
0.9447852760736195, 0.007666666666666665
1.0705521472392636, 0.007083333333333334
1.1595092024539875, 0.006333333333333333
1.2791411042944785, 0.006250000000000002
1.371165644171779, 0.005166666666666667
1.4785276073619629, 0.004833333333333335
1.5889570552147236, 0.004166666666666666
1.6901840490797548, 0.0030833333333333303
1.8036809815950918, 0.0020000000000000018
1.9079754601226995, 0.0008333333333333318
